"w1","w2","prediction","rank"
"were","making","a",5
"were","meant","to",26
"were","more","than",17
"were","moved","to",5
"were","needed","to",8
"were","new","to",5
"were","no","signs",5
"were","not","a",7
"were","not","able",22
"were","not","all",8
"were","not","allowed",12
"were","not","always",6
"were","not","an",3
"were","not","around",4
"were","not","as",19
"were","not","at",15
"were","not","being",11
"were","not","coming",4
"were","not","enough",10
"were","not","even",17
"were","not","for",28
"were","not","going",30
"were","not","good",8
"were","not","in",22
"were","not","just",6
"were","not","making",6
"were","not","on",9
"were","not","only",6
"were","not","quite",6
"were","not","ready",5
"were","not","really",11
"were","not","so",17
"were","not","sure",5
"were","not","taking",3
"were","not","that",8
"were","not","the",31
"were","not","there",17
"were","not","to",9
"were","not","too",7
"were","not","working",5
"were","not","worth",4
"were","of","the",5
"were","off","to",6
"were","on","a",20
"were","on","sale",6
"were","on","the",75
"were","on","their",12
"were","one","of",26
"were","only","a",5
"were","only","two",6
"were","out","in",4
"were","out","of",21
"were","out","there",6
"were","part","of",51
"were","paying","attention",6
"were","playing","in",6
"were","playing","with",4
"were","plenty","of",11
"were","prepared","to",5
"were","pretty","much",9
"were","problems","with",3
"were","put","up",6
"were","quick","to",9
"were","ready","for",3
"were","really","in",4
"were","released","on",6
"were","replaced","with",3
"were","saying","that",5
"were","scheduled","to",17
"were","sent","out",5
"were","shot","by",3
"were","sitting","at",3
"were","so","angry",3
"were","so","busy",4
"were","so","close",9
"were","so","great",3
"were","so","many",32
"were","sold","out",7
"were","some","of",11
"were","starting","to",7
"were","still","in",13
"were","still","on",9
"were","still","the",5
"were","stuck","in",3
"were","such","a",7
"were","supposed","to",52
"were","taken","by",4
"were","taken","from",8
"were","taken","in",5
"were","talking","about",48
"were","talking","to",5
"were","taught","to",3
"were","the","best",19
"were","the","big",4
"were","the","biggest",8
"were","the","days",15
"were","the","first",33
"were","the","last",9
"were","the","most",25
"were","the","one",10
"were","the","ones",11
"were","the","only",40
"were","the","real",4
"were","the","same",16
"were","the","two",5
"were","there","and",10
"were","there","before",4
"were","there","for",9
"were","there","in",4
"were","there","to",7
"were","they","in",3
"were","they","thinking",4
"were","thinking","about",5
"were","those","who",3
"were","thrilled","to",6
"were","tired","of",3
"were","to","ask",5
"were","to","be",22
"were","to","happen",5
"were","to","have",9
"were","told","not",4
"were","told","to",6
"were","too","many",10
"were","treated","to",10
"were","trying","to",61
"were","unable","to",21
"were","under","attack",4
"were","up","to",9
"were","used","as",4
"were","used","for",6
"were","used","to",16
"were","very","low",3
"were","waiting","for",10
"were","waiting","to",6
"were","watching","a",5
"were","watching","the",9
"were","way","too",3
"were","willing","to",23
"were","with","me",3
"were","wondering","how",3
"were","working","on",11
"were","working","with",5
"were","written","by",6
"were","written","in",6
"were","you","i",5
"were","you","in",7
"were","you","when",6
"west","and","the",5
"west","coast","and",7
"west","coast","to",6
"west","in","the",5
"west","it","is",4
"west","of","the",42
"west","palm","beach",15
"west","side","and",6
"west","side","by",3
"west","side","of",21
"west","side","story",6
"west","th","street",19
"what","a","better",6
"what","a","big",3
"what","a","difference",12
"what","a","good",22
"what","a","great",208
"what","a","guy",5
"what","a","long",11
"what","a","lot",3
"what","a","surprise",4
"what","a","sweet",7
"what","a","tragedy",4
"what","a","way",24
"what","a","week",14
"what","a","wonderful",45
"what","a","year",6
"what","about","a",15
"what","about","all",9
"what","about","my",3
"what","about","the",74
"what","about","them",5
"what","about","those",9
"what","about","your",9
"what","advice","do",5
"what","advice","would",13
"what","all","of",5
"what","all","the",24
"what","am","i",96
"what","amounts","to",11
"what","an","awesome",17
"what","an","experience",3
"what","and","where",4
"what","and","who",5
"what","anybody","says",4
"what","anyone","thought",4
"what","appear","to",4
"what","appeared","to",21
"what","appears","to",21
"what","are","his",4
"what","are","my",4
"what","are","some",54
"what","are","the",148
"what","are","they",35
"what","are","we",41
"what","are","you",434
"what","are","your",175
"what","at","the",5
"what","became","of",3
"what","became","the",3
"what","being","a",5
"what","better","place",3
"what","better","time",5
"what","better","way",29
"what","bothers","me",4
"what","brings","me",3
"what","came","to",4
"what","can","and",5
"what","can","be",30
"what","can","happen",6
"what","can","he",4
"what","can","i",66
"what","can","one",3
"what","can","we",26
"what","can","you",30
"what","caused","the",17
"what","comes","next",8
"what","comes","to",8
"what","comes","up",5
"what","constitutes","a",4
"what","could","be",46
"what","could","happen",8
"what","could","have",23
"what","could","i",9
"what","could","possibly",6
"what","did","he",11
"what","did","i",49
"what","did","it",9
"what","did","that",6
"what","did","the",16
"what","did","they",17
"what","did","we",10
"what","did","you",176
"what","do","i",86
"what","do","they",19
"what","do","those",3
"what","do","we",31
"what","do","you",646
"what","does","a",10
"what","does","he",9
"what","does","it",60
"what","does","not",31
"what","does","she",6
"what","does","that",52
"what","does","the",17
"what","does","your",11
"what","drew","me",3
"what","else","am",3
"what","else","are",6
"what","else","can",16
"what","else","could",13
"what","else","do",8
"what","else","is",41
"what","else","to",6
"what","everyone","else",15
"what","exactly","are",7
"what","exactly","do",5
"what","exactly","is",12
"what","felt","like",7
"what","follows","are",5
"what","for","what",4
"what","gets","you",6
"what","god","has",14
"what","goes","around",10
"what","goes","into",8
"what","goes","on",19
"what","goes","well",3
"what","good","is",7
"what","got","me",5
"what","had","happened",20
"what","had","to",5
"what","happened","at",11
"what","happened","between",3
"what","happened","but",9
"what","happened","i",11
"what","happened","in",36
"what","happened","is",4
"what","happened","it",5
"what","happened","next",9
"what","happened","on",15
"what","happened","to",161
"what","happened","when",8
"what","happened","with",14
"what","happens","after",7
"what","happens","at",5
"what","happens","if",20
"what","happens","in",30
"what","happens","next",18
"what","happens","now",4
"what","happens","on",12
"what","happens","to",62
"what","happens","when",97
"what","happens","with",8
"what","has","been",46
"what","has","happened",23
"what","has","this",8
"what","has","to",4
"what","have","been",3
"what","have","i",20
"what","have","we",8
"what","have","you",48
"what","he","believes",4
"what","he","came",4
"what","he","can",14
"what","he","could",10
"what","he","did",38
"what","he","does",39
"what","he","got",5
"what","he","had",27
"what","he","has",30
"what","he","is",101
"what","he","means",6
"what","he","meant",8
"what","he","needs",8
"what","he","or",5
"what","he","really",4
"what","he","said",48
"what","he","says",15
"what","he","sees",8
"what","he","thinks",15
"what","he","thought",16
"what","he","told",4
"what","he","wanted",16
"what","he","wants",21
"what","he","was",51
"what","he","would",9
"what","hed","do",4
"what","i","always",11
"what","i","am",443
"what","i","believe",19
"what","i","call",22
"what","i","came",18
"what","i","can",91
"what","i","could",28
"what","i","did",117
"what","i","do",162
"what","i","expected",11
"what","i","feel",18
"what","i","find",9
"what","i","found",21
"what","i","get",17
"what","i","got",31
"what","i","had",69
"what","i","have",190
"what","i","hear",13
"what","i","heard",18
"what","i","hope",10
"what","i","know",19
"what","i","learned",14
"what","i","like",43
"what","i","love",43
"what","i","loved",7
"what","i","made",7
"what","i","mean",83
"what","i","meant",19
"what","i","need",43
"what","i","read",13
"what","i","really",26
"what","i","remember",6
"what","i","said",41
"what","i","saw",24
"what","i","say",25
"what","i","see",26
"what","i","should",25
"what","i","think",63
"what","i","thought",77
"what","i","told",8
"what","i","took",3
"what","i","want",132
"what","i","wanted",50
"what","i","was",158
"what","i","went",4
"what","i","will",52
"what","i","wore",10
"what","i","would",124
"what","if","a",6
"what","if","any",3
"what","if","anything",9
"what","if","his",3
"what","if","i",63
"what","if","it",17
"what","if","one",3
"what","if","she",8
"what","if","the",40
"what","if","there",8
"what","if","they",19
"what","if","we",16
"what","if","you",34
"what","if","your",8
"what","in","the",40
"what","inspired","you",9
"what","is","a",141
"what","is","about",5
"what","is","actually",6
"what","is","ahead",10
"what","is","all",6
"what","is","already",9
"what","is","also",4
"what","is","an",17
"what","is","at",11
"what","is","basically",3
"what","is","become",4
"what","is","been",33
"what","is","behind",6
"what","is","being",31
"what","is","best",36
"what","is","causing",7
"what","is","coming",26
"what","is","considered",7
"what","is","even",9
"what","is","expected",12
"what","is","for",32
"what","is","going",285
"what","is","good",119
"what","is","got",5
"what","is","great",6
"what","is","happened",14
"what","is","happening",108
"what","is","he",16
"what","is","his",17
"what","is","important",28
"what","is","in",85
"what","is","inside",8
"what","is","interesting",9
"what","is","it",129
"what","is","left",33
"what","is","more",45
"what","is","most",24
"what","is","my",20
"what","is","needed",15
"what","is","new",39
"what","is","next",57
"what","is","not",65
"what","is","now",24
"what","is","on",69
"what","is","one",23
"what","is","our",12
"what","is","out",7
"what","is","possible",6
"what","is","real",13
"what","is","really",40
"what","is","required",4
"what","is","right",46
"what","is","so",34
"what","is","sold",3
"what","is","something",6
"what","is","still",5
"what","is","taking",3
"what","is","that",116
"what","is","the",649
"what","is","there",17
"what","is","this",95
"what","is","to",28
"what","is","up",412
"what","is","with",56
"what","is","worse",13
"what","is","wrong",135
"what","is","your",489
"what","is","yours",11
"what","it","can",11
"what","it","comes",9
"what","it","did",4
"what","it","does",23
"what","it","feels",25
"what","it","felt",5
"what","it","has",6
"what","it","is",355
"what","it","looked",9
"what","it","means",76
"what","it","meant",11
"what","it","might",5
"what","it","really",13
"what","it","says",17
"what","it","sounds",7
"what","it","takes",51
"what","it","used",7
"what","it","was",99
"what","it","will",19
"what","it","would",38
"what","just","happened",11
"what","keeps","me",5
"what","kind","of",289
"what","kinds","of",15
"what","lies","ahead",8
"what","life","is",12
"what","life","would",4
"what","looked","like",8
"what","looks","like",14
"what","made","me",7
"what","made","you",16
"what","makes","a",28
"what","makes","him",8
"what","makes","it",29
"what","makes","the",26
"what","makes","this",25
"what","makes","you",67
"what","matters","is",6
"what","may","be",11
"what","might","be",17
"what","might","have",9
"what","more","could",17
"what","needed","to",7
"what","needs","to",22
"what","not","to",12
"what","of","the",6
"what","on","earth",21
"what","other","people",20
"what","others","are",7
"what","others","do",6
"what","others","have",9
"what","part","of",19
"what","passes","for",6
"what","people","are",13
"what","people","have",4
"what","people","say",14
"what","people","want",9
"what","people","were",4
"what","percentage","of",12
"what","point","did",4
"what","point","do",7
"what","point","in",4
"what","really","happened",10
"what","really","matters",7
"what","remains","of",4
"what","seemed","like",13
"what","seems","like",10
"what","seems","to",11
"what","she","could",5
"what","she","did",14
"what","she","does",8
"what","she","has",18
"what","she","is",30
"what","she","meant",6
"what","she","said",32
"what","she","saw",6
"what","she","thinks",9
"what","she","told",4
"what","she","wants",26
"what","she","was",22
"what","should","be",23
"what","should","have",6
"what","should","i",65
"what","should","we",19
"what","some","of",12
"what","someone","is",3
"what","sort","of",22
"what","sparked","the",4
"what","stands","out",5
"what","that","is",45
"what","that","means",61
"what","that","meant",6
"what","that","was",12
"what","that","will",3
"what","that","would",4
"what","the","best",5
"what","the","big",7
"what","the","constitution",3
"what","the","country",4
"what","the","doctor",6
"what","the","future",15
"what","the","heck",73
"what","the","internet",3
"what","the","new",6
"what","the","next",8
"what","the","other",14
"what","the","people",10
"what","the","plan",4
"what","the","problem",7
"what","the","rest",9
"what","the","state",7
"what","the","story",6
"what","the","word",8
"what","the","world",19
"what","these","people",3
"what","they","are",215
"what","they","believe",8
"what","they","call",13
"what","they","can",19
"what","they","claim",4
"what","they","could",11
"what","they","did",27
"what","they","do",63
"what","they","got",4
"what","they","had",25
"what","they","have",38
"what","they","know",8
"what","they","love",4
"what","they","may",3
"what","they","mean",11
"what","they","might",4
"what","they","need",18
"what","they","really",15
"what","they","said",13
"what","they","say",47
"what","they","see",20
"what","they","should",11
"what","they","stand",3
"what","they","think",32
"what","they","thought",11
"what","they","want",80
"what","they","wanted",16
"what","they","wear",3
"what","they","were",48
"what","they","will",14
"what","they","would",14
"what","this","guy",4
"what","this","is",14
"what","this","means",21
"what","time","is",35
"what","time","it",22
"what","time","of",5
"what","to","do",364
"what","to","eat",19
"what","to","expect",74
"what","to","get",14
"what","to","give",4
"what","to","look",8
"what","to","make",12
"what","to","say",44
"what","to","think",14
"what","to","watch",10
"what","to","wear",20
"what","type","of",67
"what","types","of",12
"what","used","to",15
"what","was","best",6
"what","was","coming",8
"what","was","expected",6
"what","was","going",72
"what","was","happening",24
"what","was","he",5
"what","was","her",4
"what","was","i",21
"what","was","interesting",3
"what","was","it",27
"what","was","on",8
"what","was","really",6
"what","was","said",4
"what","was","so",4
"what","was","that",25
"what","was","the",95
"what","was","wrong",15
"what","was","your",46
"what","we","all",15
"what","we","already",5
"what","we","are",180
"what","we","believe",6
"what","we","call",12
"what","we","can",65
"what","we","cant",7
"what","we","choose",6
"what","we","could",13
"what","we","did",37
"what","we","do",100
"what","we","feel",5
"what","we","found",6
"what","we","get",11
"what","we","had",16
"what","we","have",129
"what","we","hope",6
"what","we","knew",4
"what","we","know",19
"what","we","like",9
"what","we","need",36
"what","we","needed",8
"what","we","now",5
"what","we","really",8
"what","we","said",5
"what","we","saw",11
"what","we","see",12
"what","we","should",15
"what","we","started",4
"what","we","talked",4
"what","we","the",4
"what","we","think",19
"what","we","thought",8
"what","we","used",5
"what","we","want",25
"what","we","wanted",9
"what","we","were",39
"what","we","will",16
"what","we","would",14
"what","went","wrong",8
"what","were","the",12
"what","were","they",6
"what","were","you",17
"what","will","be",34
"what","will","become",6
"what","will","happen",36
"what","will","it",5
"what","will","the",12
"what","will","they",10
"what","will","you",33
"what","worked","for",3
"what","works","and",5
"what","works","best",5
"what","works","for",13
"what","would","a",6
"what","would","be",48
"what","would","happen",30
"what","would","have",17
"what","would","i",21
"what","would","it",42
"what","would","make",10
"what","would","the",5
"what","would","we",8
"what","would","you",114
"what","you","are",316
"what","you","believe",21
"what","you","call",13
"what","you","can",78
"what","you","cannot",5
"what","you","cant",9
"what","you","did",47
"what","you","do",171
"what","you","eat",15
"what","you","expect",6
"what","you","find",6
"what","you","get",38
"what","you","got",13
"what","you","guys",19
"what","you","had",14
"what","you","have",117
"what","you","just",7
"what","you","know",25
"what","you","like",11
"what","you","love",28
"what","you","mean",55
"what","you","might",12
"what","you","need",56
"what","you","pay",7
"what","you","put",8
"what","you","really",10
"what","you","said",29
"what","you","say",36
"what","you","see",43
"what","you","should",18
"what","you","think",176
"what","you","use",5
"what","you","want",131
"what","you","wanted",17
"what","you","wear",5
"what","you","were",22
"what","you","will",60
"what","you","wish",4
"what","you","would",23
"what","your","favorite",9
"what","youve","been",5
"what","youve","done",17
"what","youve","got",17
"whatd","i","say",3
"whatever","happened","to",18
"whatever","i","am",16
"whatever","i","do",3
"whatever","i","have",3
"whatever","i","want",16
"whatever","in","the",3
"whatever","it","is",37
"whatever","it","may",3
"whatever","it","takes",22
"whatever","it","took",3
"whatever","it","was",11
"whatever","she","was",5
"whatever","that","is",8
"whatever","the","case",8
"whatever","they","are",7
"whatever","they","want",9
"whatever","we","are",5
"whatever","we","can",5
"whatever","you","are",22
"whatever","you","do",19
"whatever","you","have",9
"whatever","you","need",3
"whatever","you","think",5
"whatever","you","want",39
"when","a","big",6
"when","a","child",9
"when","a","couple",4
"when","a","female",6
"when","a","friend",8
"when","a","group",5
"when","a","guy",23
"when","a","lot",3
"when","a","man",26
"when","a","new",11
"when","a","parent",3
"when","a","person",12
"when","a","player",5
"when","a","small",4
"when","a","student",6
"when","a","woman",12
"when","all","is",10
"when","all","of",12
"when","all","the",28
"when","an","officer",5
"when","and","how",9
"when","and","if",5
"when","and","where",21
"when","applied","to",3
"when","are","you",116
"when","asked","about",36
"when","asked","if",25
"when","asked","to",15
"when","asked","what",11
"when","asked","why",4
"when","at","the",3
"when","choosing","a",5
"when","confronted","by",5
"when","confronted","with",7
"when","dealing","with",11
"when","did","this",6
"when","did","you",33
"when","do","you",56
"when","does","it",4
"when","everyone","else",14
"when","everyone","in",3
"when","everyone","is",12
"when","everyone","was",3
"when","everything","else",4
"when","faced","with",13
"when","given","a",3
"when","guys","are",4
"when","harry","met",3
"when","he","asked",12
"when","he","became",10
"when","he","bought",5
"when","he","came",23
"when","he","can",4
"when","he","cant",3
"when","he","comes",16
"when","he","could",7
"when","he","decided",11
"when","he","decides",3
"when","he","did",17
"when","he","does",20
"when","he","fell",6
"when","he","finds",4
"when","he","first",17
"when","he","gets",18
"when","he","gives",5
"when","he","goes",9
"when","he","got",34
"when","he","had",30
"when","he","has",19
"when","he","heard",14
"when","he","is",154
"when","he","leaves",12
"when","he","left",11
"when","he","lost",5
"when","he","made",13
"when","he","or",3
"when","he","played",12
"when","he","plays",4
"when","he","ran",9
"when","he","retires",3
"when","he","said",41
"when","he","saw",22
"when","he","says",15
"when","he","shot",5
"when","he","started",14
"when","he","steps",3
"when","he","takes",6
"when","he","talks",6
"when","he","tells",5
"when","he","thought",7
"when","he","told",20
"when","he","took",16
"when","he","tried",12
"when","he","used",6
"when","he","visited",5
"when","he","wants",9
"when","he","was",309
"when","he","would",9
"when","he","wrote",8
"when","his","father",9
"when","i","actually",9
"when","i","am",523
"when","i","applied",3
"when","i","arrived",20
"when","i","ask",15
"when","i","asked",32
"when","i","became",8
"when","i","began",4
"when","i","bought",12
"when","i","called",13
"when","i","came",41
"when","i","can",63
"when","i","caught",5
"when","i","checked",3
"when","i","could",22
"when","i","did",44
"when","i","die",18
"when","i","do",109
"when","i","drink",6
"when","i","dropped",5
"when","i","explain",3
"when","i","feel",15
"when","i","fell",4
"when","i","finally",21
"when","i","finished",9
"when","i","first",98
"when","i","found",36
"when","i","get",266
"when","i","go",65
"when","i","got",148
"when","i","graduated",4
"when","i","grow",20
"when","i","had",70
"when","i","have",127
"when","i","hear",37
"when","i","heard",39
"when","i","home",6
"when","i","just",6
"when","i","knew",9
"when","i","know",21
"when","i","learned",6
"when","i","leave",18
"when","i","left",25
"when","i","lived",12
"when","i","look",40
"when","i","looked",25
"when","i","lost",6
"when","i","make",22
"when","i","met",16
"when","i","moved",21
"when","i","need",50
"when","i","needed",19
"when","i","opened",13
"when","i","ordered",5
"when","i","read",55
"when","i","realized",15
"when","i","really",10
"when","i","returned",7
"when","i","said",26
"when","i","sat",5
"when","i","saw",134
"when","i","say",76
"when","i","searched",3
"when","i","see",110
"when","i","sent",5
"when","i","shop",4
"when","i","sit",11
"when","i","start",21
"when","i","started",70
"when","i","stepped",6
"when","i","stopped",5
"when","i","suggested",4
"when","i","take",13
"when","i","talk",16
"when","i","talked",5
"when","i","tell",13
"when","i","think",58
"when","i","thought",21
"when","i","told",28
"when","i","took",17
"when","i","travel",7
"when","i","tried",28
"when","i","turned",7
"when","i","used",13
"when","i","walk",24
"when","i","walked",19
"when","i","want",25
"when","i","was",633
"when","i","watch",20
"when","i","went",70
"when","i","will",24
"when","i","woke",27
"when","i","would",35
"when","i","write",10
"when","i","wrote",13
"when","in","a",4
"when","in","doubt",19
"when","in","fact",16
"when","in","the",11
"when","is","a",6
"when","is","the",80
"when","it","all",6
"when","it","appears",3
"when","it","arrives",6
"when","it","came",71
"when","it","comes",475
"when","it","could",4
"when","it","did",9
"when","it","does",20
"when","it","gets",21
"when","it","goes",9
"when","it","happened",12
"when","it","happens",15
"when","it","has",10
"when","it","hits",7
"when","it","is",315
"when","it","makes",4
"when","it","matters",5
"when","it","rains",36
"when","it","seemed",7
"when","it","seems",6
"when","it","started",14
"when","it","suits",3
"when","it","was",153
"when","it","will",13
"when","looking","at",7
"when","looking","for",4
"when","making","a",5
"when","most","of",7
"when","my","dad",19
"when","my","husband",7
"when","my","parents",10
"when","my","sister",7
"when","no","one",27
"when","not","in",7
"when","one","of",29
"when","one","was",3
"when","other","people",5
"when","people","are",21
"when","people","ask",17
"when","people","do",26
"when","people","get",11
"when","people","in",9
"when","people","say",32
"when","people","talk",11
"when","people","use",6
"when","people","were",7
"when","people","who",6
"when","reports","are",3
"when","she","became",5
"when","she","began",5
"when","she","can",4
"when","she","did",14
"when","she","died",7
"when","she","does",14
"when","she","finds",3
"when","she","first",14
"when","she","gets",22
"when","she","got",17
"when","she","had",8
"when","she","heard",12
"when","she","hears",4
"when","she","is",62
"when","she","makes",4
"when","she","met",5
"when","she","needed",4
"when","she","needs",8
"when","she","opened",5
"when","she","said",9
"when","she","saw",14
"when","she","told",7
"when","she","walked",5
"when","she","was",141
"when","she","went",9
"when","shopping","for",6
"when","so","many",9
"when","someone","gets",3
"when","someone","says",11
"when","something","is",7
"when","taking","a",4
"when","talking","about",15
"when","talking","to",5
"when","that","happens",39
"when","that","is",9
"when","that","was",5
"when","the","alarm",5
"when","the","big",5
"when","the","boy",6
"when","the","car",11
"when","the","court",3
"when","the","day",6
"when","the","days",7
"when","the","farmers",3
"when","the","fire",6
"when","the","first",19
"when","the","game",9
"when","the","heart",3
"when","the","kids",17
"when","the","last",7
"when","the","lights",9
"when","the","little",4
"when","the","manager",4
"when","the","media",3
"when","the","moon",5
"when","the","movie",6
"when","the","new",22
"when","the","next",15
"when","the","other",7
"when","the","people",5
"when","the","person",13
"when","the","player",3
"when","the","power",9
"when","the","president",7
"when","the","rest",8
"when","the","season",12
"when","the","students",5
"when","the","sun",27
"when","the","teachers",3
"when","the","temperature",8
"when","the","the",3
"when","the","time",29
"when","the","weather",24
"when","the","whole",11
"when","the","wind",8
"when","the","woman",4
"when","the","world",10
"when","there","are",36
"when","there","is",93
"when","there","was",15
"when","there","were",8
"when","they","announced",3
"when","they","are",211
"when","they","arrive",7
"when","they","called",6
"when","they","came",19
"when","they","can",5
"when","they","did",14
"when","they","do",47
"when","they","enter",6
"when","they","feel",6
"when","they","find",10
"when","they","first",6
"when","they","found",4
"when","they","get",30
"when","they","give",4
"when","they","go",20
"when","they","got",19
"when","they","had",15
"when","they","have",37
"when","they","heard",7
"when","they","in",5
"when","they","leave",12
"when","they","left",5
"when","they","let",4
"when","they","look",7
"when","they","need",16
"when","they","needed",3
"when","they","opened",7
"when","they","played",4
"when","they","said",5
"when","they","saw",11
"when","they","say",28
"when","they","see",19
"when","they","show",6
"when","they","signed",3
"when","they","stop",4
"when","they","tell",4
"when","they","think",8
"when","they","to",6
"when","they","turn",4
"when","they","used",3
"when","they","wake",4
"when","they","want",9
"when","they","went",14
"when","they","were",116
"when","they","would",3
"when","things","are",11
"when","things","do",5
"when","things","get",6
"when","things","go",9
"when","things","like",4
"when","things","seem",3
"when","things","were",4
"when","this","is",6
"when","times","are",8
"when","to","do",4
"when","to","quit",3
"when","two","people",6
"when","using","a",4
"when","using","the",5
"when","was","the",30
"when","we","all",13
"when","we","are",105
"when","we","asked",7
"when","we","can",25
"when","we","could",7
"when","we","did",9
"when","we","do",27
"when","we","feel",4
"when","we","find",11
"when","we","first",29
"when","we","get",50
"when","we","go",17
"when","we","got",55
"when","we","had",25
"when","we","have",52
"when","we","hear",4
"when","we","hit",8
"when","we","know",7
"when","we","left",13
"when","we","meet",8
"when","we","need",13
"when","we","play",4
"when","we","put",7
"when","we","saw",5
"when","we","see",21
"when","we","start",8
"when","we","take",10
"when","we","talk",7
"when","we","tell",4
"when","we","think",5
"when","we","try",4
"when","we","used",5
"when","we","went",21
"when","we","were",77
"when","we","will",10
"when","we","would",10
"when","will","it",6
"when","will","we",11
"when","working","on",7
"when","working","with",6
"when","you","add",9
"when","you","are",677
"when","you","arent",4
"when","you","arrive",4
"when","you","ask",9
"when","you","buy",21
"when","you","came",5
"when","you","can",85
"when","you","cant",34
"when","you","click",9
"when","you","consider",12
"when","you","could",9
"when","you","cross",5
"when","you","did",10
"when","you","do",123
"when","you","drop",3
"when","you","eat",11
"when","you","feel",24
"when","you","finally",15
"when","you","find",40
"when","you","first",14
"when","you","get",209
"when","you","give",11
"when","you","go",50
"when","you","grow",11
"when","you","had",8
"when","you","have",214
"when","you","hear",26
"when","you","hit",11
"when","you","in",6
"when","you","know",31
"when","you","least",5
"when","you","leave",14
"when","you","live",8
"when","you","look",53
"when","you","lose",16
"when","you","make",28
"when","you","meet",6
"when","you","might",7
"when","you","must",4
"when","you","need",60
"when","you","open",10
"when","you","order",10
"when","you","play",16
"when","you","put",27
"when","you","reach",10
"when","you","read",15
"when","you","really",12
"when","you","saw",7
"when","you","say",34
"when","you","see",93
"when","you","show",8
"when","you","sit",11
"when","you","spend",7
"when","you","start",32
"when","you","stop",11
"when","you","take",31
"when","you","talk",13
"when","you","think",72
"when","you","thought",8
"when","you","throw",6
"when","you","to",15
"when","you","turn",5
"when","you","use",10
"when","you","wake",26
"when","you","walk",23
"when","you","walked",3
"when","you","want",36
"when","you","watch",14
"when","you","wear",6
"when","you","were",41
"when","you","will",14
"when","you","win",8
"when","you","write",5
"when","your","child",7
"whenever","i","am",13
"whenever","i","feel",4
"whenever","i","get",11
"whenever","i","go",5
"whenever","i","have",5
"whenever","i","think",4
"whenever","we","wanted",4
"whenever","you","want",15
"where","a","lot",7
"where","a","man",3
"where","all","of",8
"where","all","the",27
"where","and","how",10
"where","and","when",10
"where","are","the",37
"where","are","they",15
"where","are","we",15
"where","are","you",230
"where","art","thou",5
"where","did","i",9
"where","did","my",6
"where","did","that",7
"where","did","the",19
"where","did","they",9
"where","did","this",10
"where","did","you",75
"where","do","i",41
"where","do","they",12
"where","do","we",19
"where","do","you",105
"where","does","that",6
"where","does","the",12
"where","else","would",4
"where","ever","you",7
"where","everyone","gets",7
"where","everyone","has",3
"where","have","you",40
"where","he","came",6
"where","he","can",11
"where","he","does",3
"where","he","gets",4
"where","he","is",60
"where","he","lives",8
"where","he","said",9
"where","he","says",4
"where","he","wants",3
"where","he","was",101
"where","he","works",7
"where","i","am",160
"where","i","belong",6
"where","i","can",59
"where","i","could",28
"where","i","did",6
"where","i","do",14
"where","i","ended",3
"where","i","feel",8
"where","i","found",12
"where","i","from",4
"where","i","get",10
"where","i","go",13
"where","i","grew",11
"where","i","had",25
"where","i","have",54
"where","i","just",8
"where","i","knew",3
"where","i","learned",6
"where","i","live",46
"where","i","might",5
"where","i","need",10
"where","i","said",5
"where","i","spent",3
"where","i","stand",4
"where","i","thought",6
"where","i","want",23
"where","i","wanted",7
"where","i","was",66
"where","i","went",10
"where","i","work",8
"where","i","would",29
"where","is","my",70
"where","is","our",7
"where","is","the",168
"where","is","this",28
"where","is","your",45
"where","it","all",11
"where","it","came",6
"where","it","can",10
"where","it","counts",4
"where","it","is",109
"where","it","leads",6
"where","it","should",6
"where","it","was",41
"where","it","will",15
"where","it","would",6
"where","kids","can",3
"where","most","of",8
"where","no","one",14
"where","people","are",10
"where","people","can",12
"where","she","can",4
"where","she","died",4
"where","she","gets",5
"where","she","had",9
"where","she","has",4
"where","she","is",22
"where","she","was",36
"where","some","of",6
"where","someone","is",3
"where","that","is",10
"where","the","best",5
"where","the","crime",3
"where","the","first",7
"where","the","food",4
"where","the","hell",27
"where","the","kids",6
"where","the","magic",5
"where","the","money",10
"where","the","next",6
"where","the","only",5
"where","the","original",6
"where","the","state",8
"where","there","are",16
"where","there","is",60
"where","there","was",9
"where","they","are",103
"where","they","can",30
"where","they","go",7
"where","they","have",18
"where","they","live",8
"where","they","may",5
"where","they","want",12
"where","they","wanted",4
"where","they","went",5
"where","they","were",42
"where","they","will",21
"where","they","would",8
"where","this","is",12
"where","to","begin",17
"where","to","buy",9
"where","to","eat",7
"where","to","find",28
"where","to","get",17
"where","to","go",41
"where","to","look",10
"where","to","put",8
"where","to","send",5
"where","to","start",21
"where","to","turn",6
"where","was","i",12
"where","was","the",15
"where","we","all",8
"where","we","are",110
"where","we","can",24
"where","we","could",8
"where","we","find",5
"where","we","get",6
"where","we","go",10
"where","we","had",13
"where","we","have",20
"where","we","just",5
"where","we","left",5
"where","we","live",6
"where","we","met",4
"where","we","need",10
"where","we","saw",3
"where","we","should",4
"where","we","were",29
"where","we","will",27
"where","we","would",10
"where","were","you",25
"where","would","you",19
"where","you","are",137
"where","you","been",16
"where","you","can",132
"where","you","cant",5
"where","you","could",6
"where","you","do",13
"where","you","feel",3
"where","you","get",12
"where","you","got",11
"where","you","have",22
"where","you","just",5
"where","you","know",6
"where","you","live",29
"where","you","make",4
"where","you","need",15
"where","you","take",4
"where","you","took",3
"where","you","want",23
